소재지전화,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,좌표정보(x),좌표정보(y)
042-531-4405,대전광역시 서구 내동 169-11번지,대전광역시 서구 대덕대로 4 (내동),35286,쌤아저씨,233354.447190986,314886.191218798
042-581-7282,대전광역시 서구 정림동 593,대전광역시 서구 정림로 66 (정림동),35396,연이동물병원,232741.987685594,311775.062657359
042-488-7582,대전광역시 서구 관저동 1549-4,대전광역시 서구 관저남로25번길 23-30(관저동),35383,리브동물병원,230096.838757063,310638.052499686
042-223-2233,대전광역시 서구 탄방동 746 로데오 타운,"대전광역시 서구 문정로 77, 로데오 타운 1층 152~154호 (탄방동)",35260,쿨펫동물병원탄방점,234758.600352414,316344.902398047
042-533-7533,대전광역시 서구 내동 31-10,대전광역시 서구 갈마로 234(내동),35288,퍼피동물병원,234503.24037767,314595.725491795
042-825-3399,대전광역시 서구 도안동 905번지 102호,"대전광역시 서구 도안북로117번길 33, 102호 (도안동)",35350,수정동물병원,230592.616134914,314588.911622936
042-826-7938,대전광역시 서구 관저동 1971-2,"대전광역시 서구 구봉산북로 12, 2층 (관저동)",35377,도드람양돈협동조합동물병원,228893.261207904,310501.62857594
489-8275,대전광역시 서구 갈마동 271-28번지,"대전광역시 서구 계룡로 383, 1층 (갈마동)",35231,리본 동물병원,233231.359859877,316863.575820038
716-3475,대전광역시 서구 가수원동 897번지,대전광역시 서구 원도안로 28 (가수원동),35368,와이즈동물병원,231246.69,311821.850000001
544-2475,대전광역시 서구 관저동 1781,대전광역시 서구 관저북로13번길 23-12 (관저동),35363,웰케어동물병원,230061.903513205,311354.015490855
042-546-7575,대전광역시 서구 관저동 1542,대전광역시 서구 구봉로 133 (관저동),35382,관저종합동물병원,230271.21667278,310715.439990874
477-7575,대전광역시 서구 만년동 135번지,대전광역시 서구 만년로 14 (만년동),35200,만년YES동물병원,233524.343102366,318548.357588029
489-8834,대전광역시 서구 탄방동 710번지 로고스빌딩,"대전광역시 서구 둔산남로 94, 로고스빌딩 1층 (탄방동)",35260,닥터코기동물병원,234752.521092098,316503.225269873
,대전광역시 서구 갈마동 791-3,"대전광역시 서구 신갈마로 260, 1층 (갈마동)",35227,정담 동물병원,233195.334368293,317322.500582637
042)486-7581,"대전광역시 서구 탄방동 605 2,3층","대전광역시 서구 문정로 16, 2,3층 (탄방동)",35261,24아프리카동물메디컬센터,234195.7496706,316142.475902615
,경상남도 고성군 회화면 배둔리 824-16번지,경상남도 고성군 회화면 배둔로39번길 3,52914,조수의과가축병원,324895.258918012,174032.590515435
674-7343,경상남도 고성군 고성읍 송학리 325-4번지,경상남도 고성군 고성읍 동외로 185,52937,제일가축병원,321026.741859526,165146.690988257
,경상남도 산청군 신안면 하정리 772-5번지 오렌지게임랜드,"경상남도 산청군 신안면 지리산대로 3471, 오렌지게임랜드",52249,신안가축병원,288302.352382954,200910.012423887
,경상남도 산청군 시천면 사리 926-6번지 지코바호프,"경상남도 산청군 시천면 남명로 213-1, 지코바호프",52234,덕산가축병원,276362.969464837,197878.597266164
,경상남도 산청군 단성면 성내리 188-6번지 남산가축병원,"경상남도 산청군 단성면 목화로 990-1, 남산가축병원",52251,남산가축병원,287100.543822263,200367.850356425
,경상남도 산청군 산청읍 지리 119-3,경상남도 산청군 산청읍 웅석봉로133번길 146-1,52225,경상동물병원,280410.564421872,212803.978491597
974-0074,경상남도 산청군 산청읍 산청리 201-1번지,경상남도 산청군 산청읍 덕계로 33,52218,우방가축병원,279749.524956264,213485.146914341
973-0034,경상남도 산청군 금서면 주상리 218-1 화계시장,"경상남도 산청군 금서면 동의보감로 1065, 화계시장 가동 1층 5호",52228,산청동물병원,271923.742907402,218483.804498602
,경상남도 산청군 신안면 하정리 928-10번지 산청축협원지지소,"경상남도 산청군 신안면 원지강변로63번길 7, 산청축협원지지소",52249,진동물병원,288147.960743423,200645.450572509
055-974-3575,경상남도 산청군 산청읍 옥산리 329-4번지,경상남도 산청군 산청읍 웅석봉로86번길 37,52226,남강동물병원,279177.668566011,212926.859552923
055-973-7584,경상남도 산청군 신안면 하정리 651-5 협성철강,"경상남도 산청군 신안면 원지로 72, 협성철강",52249,약초동물병원,288948.17135906,200502.665111418
,경상남도 고성군 고성읍 동외리 287-12번지,경상남도 고성군 고성읍 동외로 163-14,52942,고성동물병원,320950.108465039,164915.518836173
055-772-2335,경상남도 진주시 가좌동 900 경상대학교,"경상남도 진주시 진주대로 501, 경상대학교 502동 (가좌동)",52828,경남야생동물센터,299974.640093388,184196.415879105
055-746-3375,경상남도 진주시 중안동 15-11,경상남도 진주시 진양호로 507 (중안동),52685,진주 돌담 동물병원,298375.52524206,188655.464688789
,경상남도 진주시 초전동 1630-1,경상남도 진주시 초전북로 65 (초전동),52731,튼튼 동물병원,301351.223220004,190517.657505356
,경상남도 진주시 호탄동 976-1번지,경상남도 진주시  가호로  31 (호탄동),52817,행복한동물병원,301033.614486285,185509.44855754
055-748-7500,경상남도 진주시 평거동 933,경상남도 진주시 남강로309번길 20 (평거동),52703,이솝동물메디컬,296722.786486996,186104.732576423
055-752-3365,,"경상남도 진주시 사들로 52, 105호 (충무공동, 배제빌딩)",52854,굿닥터동물병원,304585.676540417,186496.840715265
,경상남도 진주시 일반성면 창촌리 657-3번지,경상남도 진주시 일반성면 동부로 1964,52616,사랑동물병원,316248.426082818,186475.451030889
,경상남도 창녕군 창녕읍 교하리,경상남도 창녕군 창녕읍 화왕산1로 49,50329,창녕동물병원,336051.162404272,227468.510127681
,경상남도 창녕군 대지면 효정리 43-12,"경상남도 창녕군 대지면 우포2로 1194-6, 1층 105호",50318,위너동물병원,334742.43773199,228243.344964034
,경상남도 창녕군 계성면 명리 954-5,경상남도 창녕군 계성면 영산장마로 665-4,50342,경남수의동물병원,337664.76173491,218814.539480584
055-533-7583,경상남도 창녕군 창녕읍 교하리 249-4번지,경상남도 창녕군 창녕읍 창녕대로 119,50332,제일F&C,335815.695382308,227174.974806644
,경상남도 창녕군 대합면 합리 1324,경상남도 창녕군 대합면 대합산업단지로 107-12,50307,서울동물병원,330294.44002417,236566.395579701
,경상남도 창녕군 성산면 정녕리 548,경상남도 창녕군 성산면 창한로 188-10,50311,한국동물병원(출장진료전문병원),333512.622586411,236542.527339007
741-9910,경상남도 진주시 인사동 180-1번지,경상남도 진주시 진주대로 1239 (인사동),52679,제일가축병원,297202.085728065,188729.377733655
754-2700,경상남도 진주시 금곡면 두문리 608-18번지,경상남도 진주시 금곡면 월아산로 108,52843,영진가축병원,308177.737878197,177555.012479975
742-7504,경상남도 진주시 명석면 우수리 59-5번지,경상남도 진주시 명석면 나불로 277-3,52642,초원동물병원,294763.250511716,191220.153514838
741-5421,경상남도 진주시 인사동 198-15번지,경상남도 진주시 진양호로 427-1 (인사동),52688,민들레동물병원,297642.018981407,188331.706096308
761-0383,경상남도 진주시 하대동 337-3번지,경상남도 진주시 도동로 231 (하대동),,강동물병원,302095.614835065,188542.655244933
755-3625,경상남도 진주시 칠암동 296-3번지,경상남도 진주시 진주대로 962 (칠암동),52722,가람동물병원,299017.429162314,187949.299668972
747-5658,경상남도 진주시 평거동 5-19,경상남도 진주시 진양호로 261 (평거동),52677,보람동물병원,296750.240891323,186956.259687289
748-5426,경상남도 진주시 인사동 140-11번지,경상남도 진주시 진양호로 465-1 (인사동),52686,현대동물병원,297995.168799352,188502.936495985
748-5487,경상남도 진주시 이현동 21-3번지 이현종합시장 138호,"경상남도 진주시 신안로 165, 이현종합시장 138호 (이현동)",52670,우리동물병원,297025.718897576,188606.434663441
055)758-9111,경상남도 진주시 상대동 303-45번지,경상남도 진주시 동진로 213 (상대동),,진주축협 동물병원,301440.289473591,187333.40415615
055-748-7391,경상남도 진주시 평거동 193-10번지 라비안 빌딩 1층,"경상남도 진주시 진양호로 236 (평거동,라비안 빌딩 1층)",,늘조은동물병원,296664.344736941,186717.269826551
055-748-0075,경상남도 진주시 인사동 12-5번지,경상남도 진주시 진양호로467번길 7-2 (인사동),,펫동물병원,297993.270678282,188566.967748809
757-7502,경상남도 진주시 상대동 306-29,경상남도 진주시 대신로 259-1 (상대동),52783,랑'S종합동물병원,301665.469090763,187728.802251209
055-772-2324,경상남도 진주시 가좌동,경상남도 진주시 진주대로 501 (가좌동),52828,경상국립대학교수의과대학부속동물병원,299974.640093388,184196.415879105
,경상남도 진주시 문산읍 상문리 186-3,경상남도 진주시 문산읍 문산로 923,52833,드림벳동물병원,309048.874590188,185675.711385932
055-752-5803,경상남도 진주시 일반성면 창촌리 643-4번지,경상남도 진주시 일반성면 동부로 2001,52616,경남동물병원,316591.441225808,186421.345389882
055-772-2323,경상남도 진주시 가좌동,경상남도 진주시 진주대로 501 (가좌동),52828,경상국립대학교 동물의료원,299974.640093388,184196.415879105
055-750-2870,경상남도 진주시 금산면 속사리 159,경상남도 진주시 금산면 송백로 46,52634,공군교육사령부동물병원,304475.229304939,188219.250805224
,경상남도 함안군 군북면 중암리 55번지,경상남도 함안군 군북면 함마대로 830,52065,군북가축병원,322606.058681485,196741.127616706
,경상남도 함안군 가야읍 말산리 425-11번지,경상남도 함안군 가야읍 함안대로 551,52043,김동래동물병원,327805.929303986,198269.97805628
,경상남도 함안군 가야읍 도항리 100-3,경상남도 함안군 가야읍 가야로 14,52044,경상동물병원,327552.023055075,198401.459314422
055-851-5860,경상남도 사천시 사천읍 사주리 49-3번지,경상남도 사천시 사천읍 사천대로 1817 (사천축협),52520,사천축협동물병원,298604.996149296,176067.57310382
,,경상남도 사천시 사천읍 두량로 6,52515,사천동물병원,300081.967942012,177365.666215361
855-1275,경상남도 사천시 사천읍 선인리 180번지,"경상남도 사천시 사천읍 동문로 37, 1동 1층",52517,동물병원 WITH-PET,299937.946581749,176373.671012159
,경상남도 사천시 정동면 예수리 549-1번지,경상남도 사천시 정동면 진삼로 1344,,현대동물병원,298576.038572206,175319.181047448
055-835-9775,경상남도 사천시 향촌동 917-9 봉화대,"경상남도 사천시 신항로 112, 힐링동물병원 1층 (향촌동)",52562,힐링동물병원,299181.098254737,160377.160938094
055-835-8275,경상남도 사천시 선구동 22-1번지,"경상남도 사천시 중앙로 54-1, 2층 (선구동)",52568,중앙동물병원,298202.635715467,159654.326077608
055-854-7582,경상남도 사천시 사천읍 수석리 302-9 배광용한약국,"경상남도 사천시 사천읍 진삼로 1421, 배광용한약국 1층",52520,온 동물병원,298932.258426238,176008.126313062
,경상남도 합천군 가야면 야천리 452번지 1통,경상남도 합천군 가야면 가야시장로 80,50201,박동물병원,302950.483552401,251882.862389947
,경상남도 합천군 가야면 황산리 18-8번지,,,가야농업협동조합동물병원,302891.593586511,251637.283708462
934-0710,경상남도 합천군 삼가면 금리 55-1번지,경상남도 합천군 삼가면 삼가1로 89,,소망가축병원,301889.672352551,213318.546232269
,경상남도 합천군 대양면 정양리 103-8번지,경상남도 합천군 대양면 동부로 7,50239,종합동물병원,305348.483749775,229135.88920704
932-7750,경상남도 합천군 가야면 황산리 351번지 26통,경상남도 합천군 가야면 황산1길 69-15,50201,가야농업협동조합동물병원,302575.471776656,252090.169757514
,경상남도 합천군 삼가면 일부리 933-4번지 2통3반,경상남도 합천군 삼가면 삼가중앙1길 33,50222,삼가가축병원,301697.96680232,213299.644519564
,경상남도 합천군 삼가면 924-2번지,경상남도 합천군 삼가면 삼가중앙1길  12,50222,합천가축병원,301771.784647638,213222.445158017
055-932-5279,경상남도 합천군 합천읍 합천리 867번지,경상남도 합천군 합천읍 문화로 55,50237,우리동물병원,305080.821880674,229646.688066858
933-0058,경상남도 합천군 율곡면 임북리 571번지,경상남도 합천군 율곡면 임북1길 25,50244,합천축협동물병원,306455.611204522,231228.610506797
,경상남도 합천군 합천읍 합천리,"경상남도 합천군 합천읍 충효로 106-4, 2층 202호 (미림빌라)",50232,강형모동물병원,305276.034066184,230610.444466062
931-3135,경상남도 합천군 합천읍 합천리 891-8,경상남도 합천군 합천읍 충효로 24,50236,십자가축병원,305153.890336999,229804.920265705
,경상남도 합천군 합천읍 합천리 660-3번지,경상남도 합천군 합천읍 충효로 76,50233,제일가축병원,305213.358483198,230339.275135584
,경상남도 합천군 초계면 초계리 93-5번지,경상남도 합천군 초계면 초계중앙로 42,50246,박명기 동물병원,314585.996203175,229537.571943209
,,"경상남도 합천군 합천읍 옥산로 16, 101호 (까치빌라)",50232,태민동물병원,304784.098485059,230497.483846281
032-719-7533,인천광역시 강화군 강화읍 갑곳리 364,인천광역시 강화군 강화읍 강화대로 254-1,23025,디디동물병원,155910.064493796,471191.655044015
,경상북도 의성군 안계면 용기리 848-23,경상북도 의성군 안계면 안계길 162-6,37312,다온동물병원,328783.857695726,321516.968253267
,경상북도 의성군 봉양면 화전리 78-8,경상북도 의성군 봉양면 봉호로 2,37362,다호동물병원,342215.296315252,312380.878439326
031-434-0863,경기도 시흥시 정왕동 1881-11번지 화신프라자,"경기도 시흥시 함송로 15, 화신프라자 104,105호 (정왕동)",15020,배곧코코동물병원,176035.535074099,429144.230146749
,충청북도 청주시 서원구 분평동 742번지 26통1반,충청북도 청주시 서원구 1순환로 1109 (분평동),28800,가까운동물병원,244280.758006474,344871.225363926
275-7575,충청북도 청주시 서원구 사직동 569-8번지,충청북도 청주시 서원구 사직대로 255 (사직동),,그린동물병원,242482.436479242,348386.2849984
,충청북도 청주시 서원구 사창동 304-1 두진 하트리움에덴 1층 108호,"충청북도 청주시 서원구 사직대로 160, 두진 하트리움에덴 1층 108호 (사창동)",28648,한빛동물병원,241520.515333561,348280.552386749
273-7582,충청북도 청주시 서원구 사직동 574-10,충청북도 청주시 서원구 사직대로 247-1 (사직동),28556,와와동물병원,242416.254666539,348382.871448258
,충청북도 청주시 서원구 분평동 246-14,충청북도 청주시 서원구 청남로 2013(분평동),28700,분평종합동물병원,243300.691441632,345766.125525006
,충청북도 영동군 영동읍 계산리 691-28번지 동물병원,"충청북도 영동군 영동읍 영동천2길 3-1, 동물병원",29145,영동합동동물병원,269687.956350549,297288.708769091
216-8274,충청북도 청주시 청원구 내덕동 216-11,충청북도 청주시 청원구 상당로 297 (내덕동),,정성환동물병원,243586.953009446,350538.829820829
217-0078,충청북도 청주시 청원구 율량동 925번지,충청북도 청주시 청원구 공항로 102 (율량동),,주주종합동물병원,243432.34960486,351808.246192847
215-9336,충청북도 청주시 청원구 북이면 금암리 251-2,충청북도 청주시 청원구 북이면 장재2길 66-10,,충북낙농업협동조합,249297.037525039,360777.230874595
212-9117,충청북도 청주시 청원구 내수읍 구성리 253-5번지,충청북도 청주시 청원구 내수읍 충청대로 424,28153,신흥동물병원(산업동물병원),245721.203843425,354262.165900343
241-7582,충청북도 청주시 청원구 오창읍 각리 637-9번지 대원칸타빌아파트 상가동 101호,"충청북도 청주시 청원구 오창읍 오창중앙로 62, 대원칸타빌아파트 상가동 101호",28124,튼튼 동물병원,237680.908170449,356340.117696168
043-744-4209,충청북도 영동군 영동읍 계산리 662-6번지 최종주동물병원,"충청북도 영동군 영동읍 계산로 54, 최종주동물병원",29144,최종주동물병원,270313.281621843,297175.157334263
744-8275,충청북도 영동군 영동읍 계산리 671-6번지 신화빌딩 1층,충청북도 영동군 영동읍 계산로 27 (신화빌딩 1층),29144,백동물병원,270128.695849479,297336.016047004
,충청북도 보은군 보은읍 삼산리 156-14번지,충청북도 보은군 보은읍 보은로 121-1,28947,최상오동물병원,264241.427264414,331798.539416614
544-2474,충청북도 보은군 보은읍 삼산리 135번지 31통남양리츠빌아파트 101동 1106호,충청북도 보은군 보은읍 삼산남로 34,28949,한국동물병원,264360.346978099,331536.59848412
543-5237,충청북도 보은군 보은읍 이평리 134-12번지 상가,"충청북도 보은군 보은읍 뱃들3길 6, 상가",28937,송진우동물병원,264942.865992074,332091.851477961
043-223-5511,충청북도 청주시 청원구 내덕동 300-4,충청북도 청주시 청원구 새터로 22-1 (내덕동),,하나동물병원 앤 컨설팅,243481.190746139,350592.497104467
212-7582,충청북도 청주시 청원구 율량동 926-1번지,충청북도 청주시 청원구 공항로 100-1 (율량동),28331,소망종합동물병원,243447.670878043,351785.349727685
043-229-0532,충청북도 청주시 청원구 우암동 378-7 청주축산농협,"충청북도 청주시 청원구 향군로 92, 청주축산농협 (우암동)",28480,청주축협동물병원,243146.317168074,350337.537928599
,경기도 동두천시 생연동 660-47번지,"경기도 동두천시 정장로 20-6, 3층 (생연동)",11330,나라동물병원,204570.818233677,489074.026591607
031-858-7975,경기도 동두천시 지행동 325-13,경기도 동두천시 행선로 55-1 (지행동),11362,포레브동물의료센터,205260.056520345,487857.000812481
260-8275,충청북도 청주시 흥덕구 봉명동 641-1번지,충청북도 청주시 흥덕구 1순환로 539 (봉명동),,새론동물병원,241405.86036468,349354.361267082
232-7582,충청북도 청주시 흥덕구 봉명동 171-2번지,충청북도 청주시 흥덕구 직지대로 622 (봉명동),28570,동물병원 이야기,241234.312157187,349166.650537402
,충청북도 청주시 흥덕구 복대동 2647번지,"충청북도 청주시 흥덕구 진재로 41 (복대동, 풍년빌딩)",28416,아인동물의료센터,238326.543839454,348258.342027188
043-249-7500,충청북도 청주시 흥덕구 오송읍 만수리 495,충청북도 청주시 흥덕구 오송읍 오송생명6로 63,28158,(주)옵티팜,230546.607888941,349031.040125377
233-7512,충청북도 청주시 흥덕구 비하동 714번지,충청북도 청주시 흥덕구 비하로 64 (비하동),28364,강서동물병원,237935.576441834,348030.670020955
861-3355,경기도 동두천시 지행동 694번지 201호,"경기도 동두천시 중앙로 134-12 (지행동, 예일복합타워(104,105))",11346,이담동물병원,204612.769606342,487830.95262615
043-544-8514,충청북도 보은군 마로면 관기리 388-4,충청북도 보은군 마로면 관기송현로 95-1,28963,E 동물의료원,273413.460164045,326365.792113605
043-542-2201,충청북도 보은군 보은읍 이평리 166-1,충청북도 보은군 보은읍 뱃들로 57,28940,보은옥천영동축협 동물병원,264819.130115218,331854.401260602
,충청북도 청주시 흥덕구 오송읍 연제리 499번지,충청북도 청주시 흥덕구 오송읍 연제길 97,28164,훈동물병원,228428.057954896,347372.128257732
,충청북도 청주시 흥덕구 오송읍 오송리 138-4번지,충청북도 청주시 흥덕구 오송읍 오송2길 8,28168,으뜸 대동물 병원,229174.842692265,345624.159685969
,충청북도 청주시 흥덕구 가경동 1455-1번지,충청북도 청주시 흥덕구 2순환로1261번길 4 (가경동),28397,한샘동물병원,238583.296991437,347047.177324281
239-7575,충청북도 청주시 흥덕구 복대동 288-123,충청북도 청주시 흥덕구 대농로 70 (복대동),28427,청주지웰동물병원,238392.374734936,349010.725305678
217-2069,충청북도 청주시 청원구 오창읍 장대리 294-3번지,충청북도 청주시 청원구 오창읍 오창시내5길 5,28129,오창동물병원,240666.900262788,360172.698765914
217-9721,충청북도 청주시 청원구 오창읍 장대리 53-22,충청북도 청주시 청원구 오창읍 오창시내4길 7-1,28129,서울동물병원,240712.25677449,360162.723680908
,충청북도 단양군 단양읍 별곡리 333번지,충청북도 단양군 단양읍 삼봉로 319,27010,중부동물병원,321825.67527031,387943.715584933
865-5393,경기도 동두천시 생연동 695-3번지,경기도 동두천시 큰시장로 42 (생연동),,현대동물병원,204601.485622028,488656.337046021
865-2137,경기도 동두천시 생연동 689-5번지 3통1반,경기도 동두천시 중앙로 229 (생연동),11332,경기동물병원,204580.922820216,488837.110643644
862-5151,경기도 동두천시 생연동 689-24번지,경기도 동두천시 중앙로 226 (생연동),11333,통일동물병원,204603.010807737,488783.058778561
043-288-7599,충청북도 청주시 상당구 용암동 2623번지,충청북도 청주시 상당구 중고개로 191 (용암동),28763,엘케이동물의료센터,245918.5210445,346780.285263669
-4701-2315,"충청북도 청주시 상당구 용암동 1703 106,107, 108호","충청북도 청주시 상당구 1순환로 1233, 106,107, 108호 (용암동)",28776,24시청주나음동물메디컬,244938.996907581,345214.1851004
031-864-0075,경기도 동두천시 지행동 691-5번지,"경기도 동두천시 중앙로 125 (지행동, 영스포렉스 101호)",11347,윤후동물병원,204477.938349617,487797.24990714
256-3309,충청북도 청주시 상당구 석교동 257,충청북도 청주시 상당구 단재로 26 (석교동),28711,제일동물병원,243992.354364597,347297.172983509
0432213815,충청북도 청주시 상당구 남문로1가 132번지,충청북도 청주시 상당구 상당로 15-1 (남문로1가),,한국동물병원,243834.069808525,347716.441319305
0432237582,충청북도 청주시 상당구 금천동 219-3번지,충청북도 청주시 상당구 중고개로 305 (금천동),,우리동물병원,245233.824251504,347649.859483999
031-868-0275,경기도 동두천시 송내동 551번지,경기도 동두천시 평화로2169번길 21 (송내동),11355,러브펫동물병원,204589.217640042,486451.318446758
0432867582,충청북도 청주시 상당구 용담동 418번지 상가동 101호,"충청북도 청주시 상당구 산성로116번길 25, 상가동 101호 (용담동, 부영아파트5단지)",28745,세림동물병원,245205.318435886,348169.132561213
0432948855,충청북도 청주시 상당구 용암동 1403번지,충청북도 청주시 상당구 월평로 151-1 (용암동),,도도동물병원,244828.190880351,345742.251764177
293-0075,충청북도 청주시 상당구 용암동 2642,충청북도 청주시 상당구 용암북로 154 (용암동),,이즈동물병원,245916.579569916,346899.268303549
,충청북도 청주시 청원구 오창읍 양청리 787-2,충청북도 청주시 청원구 오창읍 중심상업1로 46-17,28120,메인동물병원,238155.712821058,357170.41191515
,충청북도 청주시 청원구 율량동 2067,"충청북도 청주시 청원구 1순환로 148, 201호 (율량동)",28320,티플러스동물메디컬센터,244292.59247411,351599.223961941
,충청북도 청주시 청원구 오창읍 양청리 720-12 가담향빌(지하) 102호,"충청북도 청주시 청원구 오창읍 양청택지2길 45, 가담향빌(지하) 102호",28115,다나동물병원,237486.868991866,357627.307322223
,충청북도 청주시 청원구 오창읍 양청리 820,"충청북도 청주시 청원구 오창읍 중심상업1로 8-11, 홈플러스오창점 2층",28120,웰니스동물병원,238188.127636011,356944.128244481
043-256-2551,충청북도 청주시 청원구 율량동 1074번지,충청북도 청주시 청원구 충청대로 97 (율량동),28334,정동물병원,243995.355818823,351676.299094922
043-283-7583,충청북도 청주시 상당구 미원면 미원리 535-17번지,충청북도 청주시 상당구 미원면 미원시내2길 39,28199,명성동물병원,258488.584106349,348312.290049859
,충청북도 청주시 상당구 명암동 70,충청북도 청주시 상당구 명암로 171 (명암동),28311,청주랜드관리사업소(동물원),246114.809528713,350112.448408678
237-3319,충청북도 청주시 상당구 남일면 효촌리 38-4번지,충청북도 청주시 상당구 남일면 단재로 509,28187,협성동물병원,245495.097299868,342871.834151342
237-7852,충청북도 청주시 흥덕구 가경동 1195번지,충청북도 청주시 흥덕구 풍산로 59 (가경동),,캣앤독동물병원,238991.714652254,347491.481762509
271-7348,충청북도 청주시 흥덕구 복대동 849-7번지,충청북도 청주시 흥덕구 사직대로 18 (복대동),28594,충북동물병원,240114.824822455,348182.993476511
294-7582,충청북도 청주시 서원구 산남동 687번지 101호,"충청북도 청주시 서원구 산남로 77, 101호 (산남동)",,세솔동물병원,241566.767386649,345618.970740728
(043)268-5677,충청북도 청주시 서원구 사직동 720-31,충청북도 청주시 서원구 사직대로 246 (사직동),28651,고려동물메디컬센터,242369.051227803,348337.920734483
,충청북도 청주시 서원구 사직동 597-35,충청북도 청주시 서원구 사직대로 256 (사직동),28651,청주24시동물병원,242490.408481701,348334.128435638
233-2145,충청북도 청주시 흥덕구 강내면 탑연리 173-5번지 2통,충청북도 청주시 흥덕구 강내면 가로수로 540-1,28172,강내동물병원,232151.860626582,346953.541876672
260-1684,충청북도 청주시 흥덕구 옥산면 가락리 764-95,충청북도 청주시 흥덕구 옥산면 옥산시내4길 23-2,28113,우리동물병원,233408.998255504,351461.079421069
235-0094,충청북도 청주시 흥덕구 가경동 1352번지,충청북도 청주시 흥덕구 풍산로33번길 4 (가경동),,블루동물종합병원,238757.669532056,347385.766409564
043-231-6972,충청북도 청주시 흥덕구 복대동 127-3번지,충청북도 청주시 흥덕구 가로수로 1358 (복대동),,서원동물병원,239659.498380322,348119.2291593
,세종특별자치시 금남면 용포리 138-1번지,세종특별자치시 금남면 용포로 72,30083,한빛동물병원,225141.480788641,329364.463625345
,세종특별자치시 조치원읍 정리 58-2번지,세종특별자치시 조치원읍 새내6길 35,30027,명 축산동물병원,226817.00280713,344212.044184186
044-865-5187,세종특별자치시 조치원읍 죽림리 114-1,"세종특별자치시 조치원읍 세종로 2282, 213호",30038,열린동물병원,226080.281247279,343360.125866483
,충청북도 청주시 흥덕구 복대동 1927번지,충청북도 청주시 흥덕구 복대로 136 (복대동),28605,행복한동물병원,239389.210185509,347567.467080423
216-3328,충청북도 청주시 청원구 오창읍 주성리 311-4,충청북도 청주시 청원구 오창읍 양청4길 45,28116,충북야생동물센터,239032.406879957,358731.045864839
043)214-9975,충청북도 청주시 청원구 율량동 1070,충청북도 청주시 청원구 충청대로 103 (율량동),28334,24시청주i동물병원,244001.676350503,351742.808058986
043-211-9669,충청북도 청주시 청원구 오창읍 양청리 751-8,충청북도 청주시 청원구 오창읍 양청택지로 119 (스튜디오),28115,스타동물병원,237611.25583811,357240.360217679
275-8275,충청북도 청주시 서원구 개신동,"충청북도 청주시 서원구 모충로3번길 81 (개신동, 한진아파트 상가 110호)",28665,수 동물병원,241338.687036591,347547.167084195
,충청북도 진천군 진천읍 신정리 617-3,충청북도 진천군 진천읍 원덕로 261,27841,진천동물병원,238818.666272904,373497.050706755
,충청북도 진천군 진천읍 읍내리 30-1번지 원주민부동산,"충청북도 진천군 진천읍 원덕로 342, 원주민부동산",27835,오수의과동물병원,240029.608678219,372892.228210815
043)533-8109,충청북도 진천군 진천읍 원덕리 396-2,충청북도 진천군 진천읍 중앙서로 53 (진천축산농협),27833,진천축산업협동조합동물병원,239361.737297257,372697.804202504
,충청북도 진천군 진천읍 읍내리 471-76번지,충청북도 진천군 진천읍 중앙동로 127-1,27849,그린벨 이콰인 동물병원,239603.979480807,373379.543364949
031-861-2328,경기도 동두천시 생연동 691-107번지,경기도 동두천시 중앙로217번길 8 (생연동),11332,수제가축병원,204530.726141938,488719.228189422
,충청북도 진천군 덕산읍 용몽리 579-99,충청북도 진천군 덕산읍 용몽로 34,27853,한마음 동물병원,245502.043715649,378883.034217928
533-0935,충청북도 진천군 진천읍 교성리 45-6번지,충청북도 진천군 진천읍 중앙동로 33,27839,다솜동물병원,239522.303736479,372476.093340452
,충청북도 청주시 서원구 산남동 657 앤젤변호사빌딩 104호,"충청북도 청주시 서원구 산남로 64, 104호 (산남동,앤젤변호사빌딩)",,산남동물병원,241707.165902432,345681.149699783
(043)261-3220,충청북도 청주시 서원구 개신동 12,충청북도 청주시 서원구 충대로 1 (개신동),28644,충북대학교 동물병원,241002.570250465,347566.86633112
238-0055,충청북도 청주시 서원구 개신동 대우푸르지오 504동 102호,충청북도 청주시 서원구 복대로 11 (개신동),28612,에이스동물병원,239819.202278274,346433.313855975
043-844-6766,충청북도 충주시 문화동 919번지,충청북도 충주시 중앙로 34 (문화동),27407,충주동물병원,282481.589213447,386084.683159285
,충청북도 충주시 금릉동 16-3,"충청북도 충주시 국원대로 262, 1층 (금릉동)",27330,박동물병원,282591.758639247,388548.20349658
043-850-7555,충청북도 충주시 교현동 766-28,충청북도 충주시 예성로 256 (교현동),27374,충주축협동물병원,283223.281632602,386797.882364268
,충청북도 충주시 지현동 387 9통3반,"충청북도 충주시 지현천변1길 57 (지현동, 정종합동물병원)",27412,정종합동물병원,282833.915839408,385677.450956105
043-851-3040,충청북도 충주시 연수동 539-1번지 34통3반,충청북도 충주시 번영대로 144 (연수동),27348,현대동물병원,283021.522755779,387660.955672362
,충청북도 충주시 연수동 397번지,충청북도 충주시 계명대로 155 (연수동),27349,가인동물병원,282896.109202603,387176.123171854
043-843-0075,충청북도 충주시 교현동 538-1 11통1반,충청북도 충주시 국원대로 108 (교현동),27370,보드미동물병원,282608.825530733,387016.940617145
